0.710200,-0.123200,-0.374100,0.000000,0.000000,-1.000000
-0.923000,-0.096980,0.368500,-0.915600,-0.306700,0.260100
0.043600,0.356300,0.306600,0.000000,0.286000,0.958200
-0.335800,-0.196000,-0.359800,0.042480,-0.841200,-0.539000
0.467600,-0.345900,0.379600,-0.044720,-0.094910,0.994500
0.757600,0.295300,0.221100,0.889300,0.456600,0.023640
0.162900,0.244100,-0.332500,0.000000,0.222500,-0.974900
-0.282100,-0.208600,0.332200,-0.003231,-0.999800,-0.017150
-0.934000,-0.092920,-0.272900,-0.994400,-0.030040,-0.101300
0.120400,-0.207500,-0.048560,-0.001294,-1.000000,0.001797
-0.363400,0.191400,-0.000042,-0.595300,0.802600,-0.036870
0.689000,0.371300,-0.277200,0.115100,0.952800,-0.281000
0.808900,-0.166100,0.094750,0.447200,-0.894400,0.000000
-0.626300,-0.226400,0.042120,-0.102000,-0.994800,0.000000
0.394500,0.097480,0.364200,0.002395,0.087830,0.996100
0.374300,0.382300,0.010270,0.001094,0.994400,0.105600
-0.360600,0.174800,0.465000,-0.593200,0.436600,0.676300
-0.587300,0.107000,-0.315700,-0.172400,0.984400,-0.035040
-0.678800,-0.372000,-0.337600,-0.361300,-0.916900,-0.169500
0.299700,-0.112600,-0.374100,0.000000,0.000000,-1.000000
0.099670,-0.207200,0.360300,-0.011690,-0.997100,0.075540
-0.205500,0.177200,-0.347900,0.000000,0.227800,-0.973700
-0.643200,0.098300,0.231600,-0.173900,0.984800,-0.002656
-0.620000,-0.376700,0.377400,-0.186400,-0.720100,0.668400
-0.026580,0.382500,-0.052610,0.000000,1.000000,0.000000
0.500700,-0.224500,-0.105200,-0.207200,-0.978300,0.000000
0.955300,0.129800,-0.001736,0.252700,0.607500,-0.753000
-0.216800,-0.208800,-0.018020,0.000606,-1.000000,0.000515
-0.899500,0.015970,0.042120,-0.955500,0.295000,0.000022
0.710200,0.003132,0.364300,0.000000,0.000000,1.000000
-0.016060,-0.175800,-0.364300,0.000000,0.000429,-1.000000
-0.079270,0.076060,0.364600,-0.037380,0.026450,0.999000
0.534200,-0.377600,-0.370900,0.075780,-0.788900,-0.609900
0.500600,0.141000,-0.356300,0.000000,0.224600,-0.974400
0.343300,-0.202800,0.151300,0.157200,-0.987100,-0.030880
0.483500,0.371800,0.276800,-0.005824,0.948300,0.317400
0.842000,0.127300,-0.325200,0.896800,0.442400,0.002820
-0.231600,0.291500,0.231600,-0.608100,0.793900,0.000000
-0.547100,-0.108600,0.406100,0.342500,0.735700,0.584300
0.962500,0.007225,0.241100,0.621600,-0.224600,0.750500
0.886400,-0.101800,-0.168400,0.977600,-0.210300,-0.000057
0.647100,0.382500,-0.010300,0.001910,0.998200,-0.060390
-0.615200,0.103100,-0.042080,-0.165200,0.986300,-0.000008
0.383900,0.377200,-0.261400,0.000000,0.954000,-0.299700
-0.706100,-0.118300,-0.406300,-0.555100,0.671000,-0.491600
-0.535900,-0.210400,-0.211000,0.137200,-0.932600,0.333900
0.600300,-0.208900,0.221100,0.232000,-0.972700,0.000033
-0.849300,-0.194300,0.143900,-0.629100,-0.777300,0.000000
0.152400,0.149700,0.354300,0.000000,0.224200,0.974500
-0.047630,0.348700,-0.308400,0.000000,0.227300,-0.973800
0.015540,0.066290,-0.364300,0.029200,0.000008,-0.999600
-0.417200,0.150900,0.242100,-0.607700,0.794200,0.000000
0.257700,0.411200,0.239800,0.005059,0.982800,0.184600
-0.220400,0.301200,-0.147400,-0.628100,0.778000,-0.010550
-0.086950,-0.207400,0.172000,0.002836,-1.000000,-0.000208
0.320800,-0.140900,0.371700,-0.012390,-0.303600,0.952700
-0.794500,0.073950,-0.199900,-0.165500,0.986200,-0.010160
